날짜,동행지수_순환변동치
2021-12-27,0.6665322459737695
2021-12-28,0.6665322459737695
2021-12-29,0.6665322459737695
2021-12-30,0.6665322459737695
2021-12-31,0.6665322459737695
2022-01-01,1.2378817521111642
2022-01-02,1.2378817521111642
2022-01-03,1.2378817521111642
2022-01-04,1.2378817521111642
2022-01-05,1.2378817521111642
2022-01-06,1.2378817521111642
2022-01-07,1.2378817521111642
2022-01-08,1.2378817521111642
2022-01-09,1.2378817521111642
2022-01-10,1.2378817521111642
2022-01-11,1.2378817521111642
2022-01-12,1.2378817521111642
2022-01-13,1.2378817521111642
2022-01-14,1.2378817521111642
2022-01-15,1.2378817521111642
2022-01-16,1.2378817521111642
2022-01-17,1.2378817521111642
2022-01-18,1.2378817521111642
2022-01-19,1.2378817521111642
2022-01-20,1.2378817521111642
2022-01-21,1.2378817521111642
2022-01-22,1.2378817521111642
2022-01-23,1.2378817521111642
2022-01-24,1.2378817521111642
2022-01-25,1.2378817521111642
2022-01-26,1.2378817521111642
2022-01-27,1.2378817521111642
2022-01-28,1.2378817521111642
2022-01-29,1.2378817521111642
2022-01-30,1.2378817521111642
2022-01-31,1.2378817521111642
2022-02-01,1.3091441944316529
2022-02-02,1.3091441944316529
2022-02-03,1.3091441944316529
2022-02-04,1.3091441944316529
2022-02-05,1.3091441944316529
2022-02-06,1.3091441944316529
2022-02-07,1.3091441944316529
2022-02-08,1.3091441944316529
2022-02-09,1.3091441944316529
2022-02-10,1.3091441944316529
2022-02-11,1.3091441944316529
2022-02-12,1.3091441944316529
2022-02-13,1.3091441944316529
2022-02-14,1.3091441944316529
2022-02-15,1.3091441944316529
2022-02-16,1.3091441944316529
2022-02-17,1.3091441944316529
2022-02-18,1.3091441944316529
2022-02-19,1.3091441944316529
2022-02-20,1.3091441944316529
2022-02-21,1.3091441944316529
2022-02-22,1.3091441944316529
2022-02-23,1.3091441944316529
2022-02-24,1.3091441944316529
2022-02-25,1.3091441944316529
2022-02-26,1.3091441944316529
2022-02-27,1.3091441944316529
2022-02-28,1.3091441944316529
2022-03-01,1.1804359961448228
2022-03-02,1.1804359961448228
2022-03-03,1.1804359961448228
2022-03-04,1.1804359961448228
2022-03-05,1.1804359961448228
2022-03-06,1.1804359961448228
2022-03-07,1.1804359961448228
2022-03-08,1.1804359961448228
2022-03-09,1.1804359961448228
2022-03-10,1.1804359961448228
2022-03-11,1.1804359961448228
2022-03-12,1.1804359961448228
2022-03-13,1.1804359961448228
2022-03-14,1.1804359961448228
2022-03-15,1.1804359961448228
2022-03-16,1.1804359961448228
2022-03-17,1.1804359961448228
2022-03-18,1.1804359961448228
2022-03-19,1.1804359961448228
2022-03-20,1.1804359961448228
2022-03-21,1.1804359961448228
2022-03-22,1.1804359961448228
2022-03-23,1.1804359961448228
2022-03-24,1.1804359961448228
2022-03-25,1.1804359961448228
2022-03-26,1.1804359961448228
2022-03-27,1.1804359961448228
2022-03-28,1.1804359961448228
2022-03-29,1.1804359961448228
2022-03-30,1.1804359961448228
2022-03-31,1.1804359961448228
2022-04-01,0.8518634790390109
2022-04-02,0.8518634790390109
2022-04-03,0.8518634790390109
2022-04-04,0.8518634790390109
2022-04-05,0.8518634790390109
2022-04-06,0.8518634790390109
2022-04-07,0.8518634790390109
2022-04-08,0.8518634790390109
2022-04-09,0.8518634790390109
2022-04-10,0.8518634790390109
2022-04-11,0.8518634790390109
2022-04-12,0.8518634790390109
2022-04-13,0.8518634790390109
2022-04-14,0.8518634790390109
2022-04-15,0.8518634790390109
2022-04-16,0.8518634790390109
2022-04-17,0.8518634790390109
2022-04-18,0.8518634790390109
2022-04-19,0.8518634790390109
2022-04-20,0.8518634790390109
2022-04-21,0.8518634790390109
2022-04-22,0.8518634790390109
2022-04-23,0.8518634790390109
2022-04-24,0.8518634790390109
2022-04-25,0.8518634790390109
2022-04-26,0.8518634790390109
2022-04-27,0.8518634790390109
2022-04-28,0.8518634790390109
2022-04-29,0.8518634790390109
2022-04-30,0.8518634790390109
2022-05-01,1.0235238566001215
2022-05-02,1.0235238566001215
2022-05-03,1.0235238566001215
2022-05-04,1.0235238566001215
2022-05-05,1.0235238566001215
2022-05-06,1.0235238566001215
2022-05-07,1.0235238566001215
2022-05-08,1.0235238566001215
2022-05-09,1.0235238566001215
2022-05-10,1.0235238566001215
2022-05-11,1.0235238566001215
2022-05-12,1.0235238566001215
2022-05-13,1.0235238566001215
2022-05-14,1.0235238566001215
2022-05-15,1.0235238566001215
2022-05-16,1.0235238566001215
2022-05-17,1.0235238566001215
2022-05-18,1.0235238566001215
2022-05-19,1.0235238566001215
2022-05-20,1.0235238566001215
2022-05-21,1.0235238566001215
2022-05-22,1.0235238566001215
2022-05-23,1.0235238566001215
2022-05-24,1.0235238566001215
2022-05-25,1.0235238566001215
2022-05-26,1.0235238566001215
2022-05-27,1.0235238566001215
2022-05-28,1.0235238566001215
2022-05-29,1.0235238566001215
2022-05-30,1.0235238566001215
2022-05-31,1.0235238566001215
2022-06-01,1.0955077692933202
2022-06-02,1.0955077692933202
2022-06-03,1.0955077692933202
2022-06-04,1.0955077692933202
2022-06-05,1.0955077692933202
2022-06-06,1.0955077692933202
2022-06-07,1.0955077692933202
2022-06-08,1.0955077692933202
2022-06-09,1.0955077692933202
2022-06-10,1.0955077692933202
2022-06-11,1.0955077692933202
2022-06-12,1.0955077692933202
2022-06-13,1.0955077692933202
2022-06-14,1.0955077692933202
2022-06-15,1.0955077692933202
2022-06-16,1.0955077692933202
2022-06-17,1.0955077692933202
2022-06-18,1.0955077692933202
2022-06-19,1.0955077692933202
2022-06-20,1.0955077692933202
2022-06-21,1.0955077692933202
2022-06-22,1.0955077692933202
2022-06-23,1.0955077692933202
2022-06-24,1.0955077692933202
2022-06-25,1.0955077692933202
2022-06-26,1.0955077692933202
2022-06-27,1.0955077692933202
2022-06-28,1.0955077692933202
2022-06-29,1.0955077692933202
2022-06-30,1.0955077692933202
2022-07-01,1.3678979600231997
2022-07-02,1.3678979600231997
2022-07-03,1.3678979600231997
2022-07-04,1.3678979600231997
2022-07-05,1.3678979600231997
2022-07-06,1.3678979600231997
2022-07-07,1.3678979600231997
2022-07-08,1.3678979600231997
2022-07-09,1.3678979600231997
2022-07-10,1.3678979600231997
2022-07-11,1.3678979600231997
2022-07-12,1.3678979600231997
2022-07-13,1.3678979600231997
2022-07-14,1.3678979600231997
2022-07-15,1.3678979600231997
2022-07-16,1.3678979600231997
2022-07-17,1.3678979600231997
2022-07-18,1.3678979600231997
2022-07-19,1.3678979600231997
2022-07-20,1.3678979600231997
2022-07-21,1.3678979600231997
2022-07-22,1.3678979600231997
2022-07-23,1.3678979600231997
2022-07-24,1.3678979600231997
2022-07-25,1.3678979600231997
2022-07-26,1.3678979600231997
2022-07-27,1.3678979600231997
2022-07-28,1.3678979600231997
2022-07-29,1.3678979600231997
2022-07-30,1.3678979600231997
2022-07-31,1.3678979600231997
2022-08-01,1.7407687187022987
2022-08-02,1.7407687187022987
2022-08-03,1.7407687187022987
2022-08-04,1.7407687187022987
2022-08-05,1.7407687187022987
2022-08-06,1.7407687187022987
2022-08-07,1.7407687187022987
2022-08-08,1.7407687187022987
2022-08-09,1.7407687187022987
2022-08-10,1.7407687187022987
2022-08-11,1.7407687187022987
2022-08-12,1.7407687187022987
2022-08-13,1.7407687187022987
2022-08-14,1.7407687187022987
2022-08-15,1.7407687187022987
2022-08-16,1.7407687187022987
2022-08-17,1.7407687187022987
2022-08-18,1.7407687187022987
2022-08-19,1.7407687187022987
2022-08-20,1.7407687187022987
2022-08-21,1.7407687187022987
2022-08-22,1.7407687187022987
2022-08-23,1.7407687187022987
2022-08-24,1.7407687187022987
2022-08-25,1.7407687187022987
2022-08-26,1.7407687187022987
2022-08-27,1.7407687187022987
2022-08-28,1.7407687187022987
2022-08-29,1.7407687187022987
2022-08-30,1.7407687187022987
2022-08-31,1.7407687187022987
2022-09-01,1.8141837804748917
2022-09-02,1.8141837804748917
2022-09-03,1.8141837804748917
2022-09-04,1.8141837804748917
2022-09-05,1.8141837804748917
2022-09-06,1.8141837804748917
2022-09-07,1.8141837804748917
2022-09-08,1.8141837804748917
2022-09-09,1.8141837804748917
2022-09-10,1.8141837804748917
2022-09-11,1.8141837804748917
2022-09-12,1.8141837804748917
2022-09-13,1.8141837804748917
2022-09-14,1.8141837804748917
2022-09-15,1.8141837804748917
2022-09-16,1.8141837804748917
2022-09-17,1.8141837804748917
2022-09-18,1.8141837804748917
2022-09-19,1.8141837804748917
2022-09-20,1.8141837804748917
2022-09-21,1.8141837804748917
2022-09-22,1.8141837804748917
2022-09-23,1.8141837804748917
2022-09-24,1.8141837804748917
2022-09-25,1.8141837804748917
2022-09-26,1.8141837804748917
2022-09-27,1.8141837804748917
2022-09-28,1.8141837804748917
2022-09-29,1.8141837804748917
2022-09-30,1.8141837804748917
2022-10-01,1.688193448627871
2022-10-02,1.688193448627871
2022-10-03,1.688193448627871
2022-10-04,1.688193448627871
2022-10-05,1.688193448627871
2022-10-06,1.688193448627871
2022-10-07,1.688193448627871
2022-10-08,1.688193448627871
2022-10-09,1.688193448627871
2022-10-10,1.688193448627871
2022-10-11,1.688193448627871
2022-10-12,1.688193448627871
2022-10-13,1.688193448627871
2022-10-14,1.688193448627871
2022-10-15,1.688193448627871
2022-10-16,1.688193448627871
2022-10-17,1.688193448627871
2022-10-18,1.688193448627871
2022-10-19,1.688193448627871
2022-10-20,1.688193448627871
2022-10-21,1.688193448627871
2022-10-22,1.688193448627871
2022-10-23,1.688193448627871
2022-10-24,1.688193448627871
2022-10-25,1.688193448627871
2022-10-26,1.688193448627871
2022-10-27,1.688193448627871
2022-10-28,1.688193448627871
2022-10-29,1.688193448627871
2022-10-30,1.688193448627871
2022-10-31,1.688193448627871
2022-11-01,1.2628340281164725
2022-11-02,1.2628340281164725
2022-11-03,1.2628340281164725
2022-11-04,1.2628340281164725
2022-11-05,1.2628340281164725
2022-11-06,1.2628340281164725
2022-11-07,1.2628340281164725
2022-11-08,1.2628340281164725
2022-11-09,1.2628340281164725
2022-11-10,1.2628340281164725
2022-11-11,1.2628340281164725
2022-11-12,1.2628340281164725
2022-11-13,1.2628340281164725
2022-11-14,1.2628340281164725
2022-11-15,1.2628340281164725
2022-11-16,1.2628340281164725
2022-11-17,1.2628340281164725
2022-11-18,1.2628340281164725
2022-11-19,1.2628340281164725
2022-11-20,1.2628340281164725
2022-11-21,1.2628340281164725
2022-11-22,1.2628340281164725
2022-11-23,1.2628340281164725
2022-11-24,1.2628340281164725
2022-11-25,1.2628340281164725
2022-11-26,1.2628340281164725
2022-11-27,1.2628340281164725
2022-11-28,1.2628340281164725
2022-11-29,1.2628340281164725
2022-11-30,1.2628340281164725
2022-12-01,0.5381287977119484
2022-12-02,0.5381287977119484
2022-12-03,0.5381287977119484
2022-12-04,0.5381287977119484
2022-12-05,0.5381287977119484
2022-12-06,0.5381287977119484
2022-12-07,0.5381287977119484
2022-12-08,0.5381287977119484
2022-12-09,0.5381287977119484
2022-12-10,0.5381287977119484
2022-12-11,0.5381287977119484
2022-12-12,0.5381287977119484
2022-12-13,0.5381287977119484
2022-12-14,0.5381287977119484
2022-12-15,0.5381287977119484
2022-12-16,0.5381287977119484
2022-12-17,0.5381287977119484
2022-12-18,0.5381287977119484
2022-12-19,0.5381287977119484
2022-12-20,0.5381287977119484
2022-12-21,0.5381287977119484
2022-12-22,0.5381287977119484
2022-12-23,0.5381287977119484
2022-12-24,0.5381287977119484
2022-12-25,0.5381287977119484
2022-12-26,0.5381287977119484
2022-12-27,0.5381287977119484
2022-12-28,0.5381287977119484
2022-12-29,0.5381287977119484
2022-12-30,0.5381287977119484
2022-12-31,0.5381287977119484
2023-01-01,0.014091292095756103
2023-01-02,0.014091292095756103
2023-01-03,0.014091292095756103
2023-01-04,0.014091292095756103
2023-01-05,0.014091292095756103
2023-01-06,0.014091292095756103
2023-01-07,0.014091292095756103
2023-01-08,0.014091292095756103
2023-01-09,0.014091292095756103
2023-01-10,0.014091292095756103
2023-01-11,0.014091292095756103
2023-01-12,0.014091292095756103
2023-01-13,0.014091292095756103
2023-01-14,0.014091292095756103
2023-01-15,0.014091292095756103
2023-01-16,0.014091292095756103
2023-01-17,0.014091292095756103
2023-01-18,0.014091292095756103
2023-01-19,0.014091292095756103
2023-01-20,0.014091292095756103
2023-01-21,0.014091292095756103
2023-01-22,0.014091292095756103
2023-01-23,0.014091292095756103
2023-01-24,0.014091292095756103
2023-01-25,0.014091292095756103
2023-01-26,0.014091292095756103
2023-01-27,0.014091292095756103
2023-01-28,0.014091292095756103
2023-01-29,0.014091292095756103
2023-01-30,0.014091292095756103
2023-01-31,0.014091292095756103
2023-02-01,0.19073089372098195
2023-02-02,0.19073089372098195
2023-02-03,0.19073089372098195
2023-02-04,0.19073089372098195
2023-02-05,0.19073089372098195
2023-02-06,0.19073089372098195
2023-02-07,0.19073089372098195
2023-02-08,0.19073089372098195
2023-02-09,0.19073089372098195
2023-02-10,0.19073089372098195
2023-02-11,0.19073089372098195
2023-02-12,0.19073089372098195
2023-02-13,0.19073089372098195
2023-02-14,0.19073089372098195
2023-02-15,0.19073089372098195
2023-02-16,0.19073089372098195
2023-02-17,0.19073089372098195
2023-02-18,0.19073089372098195
2023-02-19,0.19073089372098195
2023-02-20,0.19073089372098195
2023-02-21,0.19073089372098195
2023-02-22,0.19073089372098195
2023-02-23,0.19073089372098195
2023-02-24,0.19073089372098195
2023-02-25,0.19073089372098195
2023-02-26,0.19073089372098195
2023-02-27,0.19073089372098195
2023-02-28,0.19073089372098195
2023-03-01,0.668056876311681
2023-03-02,0.668056876311681
2023-03-03,0.668056876311681
2023-03-04,0.668056876311681
2023-03-05,0.668056876311681
2023-03-06,0.668056876311681
2023-03-07,0.668056876311681
2023-03-08,0.668056876311681
2023-03-09,0.668056876311681
2023-03-10,0.668056876311681
2023-03-11,0.668056876311681
2023-03-12,0.668056876311681
2023-03-13,0.668056876311681
2023-03-14,0.668056876311681
2023-03-15,0.668056876311681
2023-03-16,0.668056876311681
2023-03-17,0.668056876311681
2023-03-18,0.668056876311681
2023-03-19,0.668056876311681
2023-03-20,0.668056876311681
2023-03-21,0.668056876311681
2023-03-22,0.668056876311681
2023-03-23,0.668056876311681
2023-03-24,0.668056876311681
2023-03-25,0.668056876311681
2023-03-26,0.668056876311681
2023-03-27,0.668056876311681
2023-03-28,0.668056876311681
2023-03-29,0.668056876311681
2023-03-30,0.668056876311681
2023-03-31,0.668056876311681
2023-04-01,0.9460770419028819
2023-04-02,0.9460770419028819
2023-04-03,0.9460770419028819
2023-04-04,0.9460770419028819
2023-04-05,0.9460770419028819
2023-04-06,0.9460770419028819
2023-04-07,0.9460770419028819
2023-04-08,0.9460770419028819
2023-04-09,0.9460770419028819
2023-04-10,0.9460770419028819
2023-04-11,0.9460770419028819
2023-04-12,0.9460770419028819
2023-04-13,0.9460770419028819
2023-04-14,0.9460770419028819
2023-04-15,0.9460770419028819
2023-04-16,0.9460770419028819
2023-04-17,0.9460770419028819
2023-04-18,0.9460770419028819
2023-04-19,0.9460770419028819
2023-04-20,0.9460770419028819
2023-04-21,0.9460770419028819
2023-04-22,0.9460770419028819
2023-04-23,0.9460770419028819
2023-04-24,0.9460770419028819
2023-04-25,0.9460770419028819
2023-04-26,0.9460770419028819
2023-04-27,0.9460770419028819
2023-04-28,0.9460770419028819
2023-04-29,0.9460770419028819
2023-04-30,0.9460770419028819
2023-05-01,1.024794037769837
2023-05-02,1.024794037769837
2023-05-03,1.024794037769837
2023-05-04,1.024794037769837
2023-05-05,1.024794037769837
2023-05-06,1.024794037769837
2023-05-07,1.024794037769837
2023-05-08,1.024794037769837
2023-05-09,1.024794037769837
2023-05-10,1.024794037769837
2023-05-11,1.024794037769837
2023-05-12,1.024794037769837
2023-05-13,1.024794037769837
2023-05-14,1.024794037769837
2023-05-15,1.024794037769837
2023-05-16,1.024794037769837
2023-05-17,1.024794037769837
2023-05-18,1.024794037769837
2023-05-19,1.024794037769837
2023-05-20,1.024794037769837
2023-05-21,1.024794037769837
2023-05-22,1.024794037769837
2023-05-23,1.024794037769837
2023-05-24,1.024794037769837
2023-05-25,1.024794037769837
2023-05-26,1.024794037769837
2023-05-27,1.024794037769837
2023-05-28,1.024794037769837
2023-05-29,1.024794037769837
2023-05-30,1.024794037769837
2023-05-31,1.024794037769837
2023-06-01,1.0042032112106085
2023-06-02,1.0042032112106085
2023-06-03,1.0042032112106085
2023-06-04,1.0042032112106085
2023-06-05,1.0042032112106085
2023-06-06,1.0042032112106085
2023-06-07,1.0042032112106085
2023-06-08,1.0042032112106085
2023-06-09,1.0042032112106085
2023-06-10,1.0042032112106085
2023-06-11,1.0042032112106085
2023-06-12,1.0042032112106085
2023-06-13,1.0042032112106085
2023-06-14,1.0042032112106085
2023-06-15,1.0042032112106085
2023-06-16,1.0042032112106085
2023-06-17,1.0042032112106085
2023-06-18,1.0042032112106085
2023-06-19,1.0042032112106085
2023-06-20,1.0042032112106085
2023-06-21,1.0042032112106085
2023-06-22,1.0042032112106085
2023-06-23,1.0042032112106085
2023-06-24,1.0042032112106085
2023-06-25,1.0042032112106085
2023-06-26,1.0042032112106085
2023-06-27,1.0042032112106085
2023-06-28,1.0042032112106085
2023-06-29,1.0042032112106085
2023-06-30,1.0042032112106085
2023-07-01,0.6842920021618539
2023-07-02,0.6842920021618539
2023-07-03,0.6842920021618539
2023-07-04,0.6842920021618539
2023-07-05,0.6842920021618539
2023-07-06,0.6842920021618539
2023-07-07,0.6842920021618539
2023-07-08,0.6842920021618539
2023-07-09,0.6842920021618539
2023-07-10,0.6842920021618539
2023-07-11,0.6842920021618539
2023-07-12,0.6842920021618539
2023-07-13,0.6842920021618539
2023-07-14,0.6842920021618539
2023-07-15,0.6842920021618539
2023-07-16,0.6842920021618539
2023-07-17,0.6842920021618539
2023-07-18,0.6842920021618539
2023-07-19,0.6842920021618539
2023-07-20,0.6842920021618539
2023-07-21,0.6842920021618539
2023-07-22,0.6842920021618539
2023-07-23,0.6842920021618539
2023-07-24,0.6842920021618539
2023-07-25,0.6842920021618539
2023-07-26,0.6842920021618539
2023-07-27,0.6842920021618539
2023-07-28,0.6842920021618539
2023-07-29,0.6842920021618539
2023-07-30,0.6842920021618539
2023-07-31,0.6842920021618539
2023-08-01,0.5650401020787257
2023-08-02,0.5650401020787257
2023-08-03,0.5650401020787257
2023-08-04,0.5650401020787257
2023-08-05,0.5650401020787257
2023-08-06,0.5650401020787257
2023-08-07,0.5650401020787257
2023-08-08,0.5650401020787257
2023-08-09,0.5650401020787257
2023-08-10,0.5650401020787257
2023-08-11,0.5650401020787257
2023-08-12,0.5650401020787257
2023-08-13,0.5650401020787257
2023-08-14,0.5650401020787257
2023-08-15,0.5650401020787257
2023-08-16,0.5650401020787257
2023-08-17,0.5650401020787257
2023-08-18,0.5650401020787257
2023-08-19,0.5650401020787257
2023-08-20,0.5650401020787257
2023-08-21,0.5650401020787257
2023-08-22,0.5650401020787257
2023-08-23,0.5650401020787257
2023-08-24,0.5650401020787257
2023-08-25,0.5650401020787257
2023-08-26,0.5650401020787257
2023-08-27,0.5650401020787257
2023-08-28,0.5650401020787257
2023-08-29,0.5650401020787257
2023-08-30,0.5650401020787257
2023-08-31,0.5650401020787257
2023-09-01,0.4464219223854258
2023-09-02,0.4464219223854258
2023-09-03,0.4464219223854258
2023-09-04,0.4464219223854258
2023-09-05,0.4464219223854258
2023-09-06,0.4464219223854258
2023-09-07,0.4464219223854258
2023-09-08,0.4464219223854258
2023-09-09,0.4464219223854258
2023-09-10,0.4464219223854258
2023-09-11,0.4464219223854258
2023-09-12,0.4464219223854258
2023-09-13,0.4464219223854258
2023-09-14,0.4464219223854258
2023-09-15,0.4464219223854258
2023-09-16,0.4464219223854258
2023-09-17,0.4464219223854258
2023-09-18,0.4464219223854258
2023-09-19,0.4464219223854258
2023-09-20,0.4464219223854258
2023-09-21,0.4464219223854258
2023-09-22,0.4464219223854258
2023-09-23,0.4464219223854258
2023-09-24,0.4464219223854258
2023-09-25,0.4464219223854258
2023-09-26,0.4464219223854258
2023-09-27,0.4464219223854258
2023-09-28,0.4464219223854258
2023-09-29,0.4464219223854258
2023-09-30,0.4464219223854258
2023-10-01,0.5284075146288814
2023-10-02,0.5284075146288814
2023-10-03,0.5284075146288814
2023-10-04,0.5284075146288814
2023-10-05,0.5284075146288814
2023-10-06,0.5284075146288814
2023-10-07,0.5284075146288814
2023-10-08,0.5284075146288814
2023-10-09,0.5284075146288814
2023-10-10,0.5284075146288814
2023-10-11,0.5284075146288814
2023-10-12,0.5284075146288814
2023-10-13,0.5284075146288814
2023-10-14,0.5284075146288814
2023-10-15,0.5284075146288814
2023-10-16,0.5284075146288814
2023-10-17,0.5284075146288814
2023-10-18,0.5284075146288814
2023-10-19,0.5284075146288814
2023-10-20,0.5284075146288814
2023-10-21,0.5284075146288814
2023-10-22,0.5284075146288814
2023-10-23,0.5284075146288814
2023-10-24,0.5284075146288814
2023-10-25,0.5284075146288814
2023-10-26,0.5284075146288814
2023-10-27,0.5284075146288814
2023-10-28,0.5284075146288814
2023-10-29,0.5284075146288814
2023-10-30,0.5284075146288814
2023-10-31,0.5284075146288814
2023-11-01,0.6109634857425306
2023-11-02,0.6109634857425306
2023-11-03,0.6109634857425306
2023-11-04,0.6109634857425306
2023-11-05,0.6109634857425306
2023-11-06,0.6109634857425306
2023-11-07,0.6109634857425306
2023-11-08,0.6109634857425306
2023-11-09,0.6109634857425306
2023-11-10,0.6109634857425306
2023-11-11,0.6109634857425306
2023-11-12,0.6109634857425306
2023-11-13,0.6109634857425306
2023-11-14,0.6109634857425306
2023-11-15,0.6109634857425306
2023-11-16,0.6109634857425306
2023-11-17,0.6109634857425306
2023-11-18,0.6109634857425306
2023-11-19,0.6109634857425306
2023-11-20,0.6109634857425306
2023-11-21,0.6109634857425306
2023-11-22,0.6109634857425306
2023-11-23,0.6109634857425306
2023-11-24,0.6109634857425306
2023-11-25,0.6109634857425306
2023-11-26,0.6109634857425306
2023-11-27,0.6109634857425306
2023-11-28,0.6109634857425306
2023-11-29,0.6109634857425306
2023-11-30,0.6109634857425306
2023-12-01,0.3940523654413255
2023-12-02,0.3940523654413255
2023-12-03,0.3940523654413255
2023-12-04,0.3940523654413255
2023-12-05,0.3940523654413255
2023-12-06,0.3940523654413255
2023-12-07,0.3940523654413255
2023-12-08,0.3940523654413255
2023-12-09,0.3940523654413255
2023-12-10,0.3940523654413255
2023-12-11,0.3940523654413255
2023-12-12,0.3940523654413255
2023-12-13,0.3940523654413255
2023-12-14,0.3940523654413255
2023-12-15,0.3940523654413255
2023-12-16,0.3940523654413255
2023-12-17,0.3940523654413255
2023-12-18,0.3940523654413255
2023-12-19,0.3940523654413255
2023-12-20,0.3940523654413255
2023-12-21,0.3940523654413255
2023-12-22,0.3940523654413255
2023-12-23,0.3940523654413255
2023-12-24,0.3940523654413255
2023-12-25,0.3940523654413255
2023-12-26,0.3940523654413255
2023-12-27,0.3940523654413255
2023-12-28,0.3940523654413255
2023-12-29,0.3940523654413255
2023-12-30,0.3940523654413255
2023-12-31,0.3940523654413255
2024-01-01,0.4776319692157074
2024-01-02,0.4776319692157074
2024-01-03,0.4776319692157074
2024-01-04,0.4776319692157074
2024-01-05,0.4776319692157074
2024-01-06,0.4776319692157074
2024-01-07,0.4776319692157074
2024-01-08,0.4776319692157074
2024-01-09,0.4776319692157074
2024-01-10,0.4776319692157074
2024-01-11,0.4776319692157074
2024-01-12,0.4776319692157074
2024-01-13,0.4776319692157074
2024-01-14,0.4776319692157074
2024-01-15,0.4776319692157074
2024-01-16,0.4776319692157074
2024-01-17,0.4776319692157074
2024-01-18,0.4776319692157074
2024-01-19,0.4776319692157074
2024-01-20,0.4776319692157074
2024-01-21,0.4776319692157074
2024-01-22,0.4776319692157074
2024-01-23,0.4776319692157074
2024-01-24,0.4776319692157074
2024-01-25,0.4776319692157074
2024-01-26,0.4776319692157074
2024-01-27,0.4776319692157074
2024-01-28,0.4776319692157074
2024-01-29,0.4776319692157074
2024-01-30,0.4776319692157074
2024-01-31,0.4776319692157074
2024-02-01,0.4616570720285722
2024-02-02,0.4616570720285722
2024-02-03,0.4616570720285722
2024-02-04,0.4616570720285722
2024-02-05,0.4616570720285722
2024-02-06,0.4616570720285722
2024-02-07,0.4616570720285722
2024-02-08,0.4616570720285722
2024-02-09,0.4616570720285722
2024-02-10,0.4616570720285722
2024-02-11,0.4616570720285722
2024-02-12,0.4616570720285722
2024-02-13,0.4616570720285722
2024-02-14,0.4616570720285722
2024-02-15,0.4616570720285722
2024-02-16,0.4616570720285722
2024-02-17,0.4616570720285722
2024-02-18,0.4616570720285722
2024-02-19,0.4616570720285722
2024-02-20,0.4616570720285722
2024-02-21,0.4616570720285722
2024-02-22,0.4616570720285722
2024-02-23,0.4616570720285722
2024-02-24,0.4616570720285722
2024-02-25,0.4616570720285722
2024-02-26,0.4616570720285722
2024-02-27,0.4616570720285722
2024-02-28,0.4616570720285722
2024-02-29,0.4616570720285722
2024-03-01,0.14607876341094084
2024-03-02,0.14607876341094084
2024-03-03,0.14607876341094084
2024-03-04,0.14607876341094084
2024-03-05,0.14607876341094084
2024-03-06,0.14607876341094084
2024-03-07,0.14607876341094084
2024-03-08,0.14607876341094084
2024-03-09,0.14607876341094084
2024-03-10,0.14607876341094084
2024-03-11,0.14607876341094084
2024-03-12,0.14607876341094084
2024-03-13,0.14607876341094084
2024-03-14,0.14607876341094084
2024-03-15,0.14607876341094084
2024-03-16,0.14607876341094084
2024-03-17,0.14607876341094084
2024-03-18,0.14607876341094084
2024-03-19,0.14607876341094084
2024-03-20,0.14607876341094084
2024-03-21,0.14607876341094084
2024-03-22,0.14607876341094084
2024-03-23,0.14607876341094084
2024-03-24,0.14607876341094084
2024-03-25,0.14607876341094084
2024-03-26,0.14607876341094084
2024-03-27,0.14607876341094084
2024-03-28,0.14607876341094084
2024-03-29,0.14607876341094084
2024-03-30,0.14607876341094084
2024-03-31,0.14607876341094084
2024-04-01,0.13084457072504563
2024-04-02,0.13084457072504563
2024-04-03,0.13084457072504563
2024-04-04,0.13084457072504563
2024-04-05,0.13084457072504563
2024-04-06,0.13084457072504563
2024-04-07,0.13084457072504563
2024-04-08,0.13084457072504563
2024-04-09,0.13084457072504563
2024-04-10,0.13084457072504563
2024-04-11,0.13084457072504563
2024-04-12,0.13084457072504563
2024-04-13,0.13084457072504563
2024-04-14,0.13084457072504563
2024-04-15,0.13084457072504563
2024-04-16,0.13084457072504563
2024-04-17,0.13084457072504563
2024-04-18,0.13084457072504563
2024-04-19,0.13084457072504563
2024-04-20,0.13084457072504563
2024-04-21,0.13084457072504563
2024-04-22,0.13084457072504563
2024-04-23,0.13084457072504563
2024-04-24,0.13084457072504563
2024-04-25,0.13084457072504563
2024-04-26,0.13084457072504563
2024-04-27,0.13084457072504563
2024-04-28,0.13084457072504563
2024-04-29,0.13084457072504563
2024-04-30,0.13084457072504563
2024-05-01,-0.28409910581780196
2024-05-02,-0.28409910581780196
2024-05-03,-0.28409910581780196
2024-05-04,-0.28409910581780196
2024-05-05,-0.28409910581780196
2024-05-06,-0.28409910581780196
2024-05-07,-0.28409910581780196
2024-05-08,-0.28409910581780196
2024-05-09,-0.28409910581780196
2024-05-10,-0.28409910581780196
2024-05-11,-0.28409910581780196
2024-05-12,-0.28409910581780196
2024-05-13,-0.28409910581780196
2024-05-14,-0.28409910581780196
2024-05-15,-0.28409910581780196
2024-05-16,-0.28409910581780196
2024-05-17,-0.28409910581780196
2024-05-18,-0.28409910581780196
2024-05-19,-0.28409910581780196
2024-05-20,-0.28409910581780196
2024-05-21,-0.28409910581780196
2024-05-22,-0.28409910581780196
